Municipality Code,State Code,Region,State,Municipality,Population,Adult Population,Adult Population (Women),Adult Population (Men),Type of Population,Social Lag Index,Banking Agents,Bank Branches,ATMs,POS Terminals,Businesses with POS Terminals,Accounts with Mobile Transactions,ATM Transactions,POS Transactions,Banking - Savings Accounts,Banking - Term Deposit Accounts,Banking - Transactional Accounts Level 1,Banking - Transactional Accounts Level 2,Banking - Transactional Accounts Level 3,Banking - Transactional Accounts Level 4,Banking - Debit Card Accounts,EACP - Savings Accounts,EACP - Term Deposit Accounts,EACP - Demand Deposit Accounts,EACP - Debit Card Accounts,Total - Total Accounts,Banking - Credit Cards,Banking - Personal Loans,Banking - Payroll Loans,Banking - ABCD Loans,Banking - Group Loans,Banking - Mortgage Loans,Banking - Auto Loans,EACP - Credit Cards,EACP - Consumer Loans,EACP - Housing Loans,EACP - Commercial Loans,Total - Total Loans
30161,30,Centro Sur y Oriente,Veracruz,Tempoal,34408,25538,13194,12344,Semi-urbano,Medio,12,3,9,79,32,9992,25028,8161,0,679,0,347,0,28197,10941,475,139,1524,493,31361,1778,5399,691,799,1153,16,88,427,92,0,125,10443
30162,30,Centro Sur y Oriente,Veracruz,Tenampa,6448,4812,2424,2388,En Transición,Medio,0,1,1,7,4,1234,673,614,0,6,0,18,0,111,832,650,18,673,40,1476,84,432,46,142,274,0,4,23,192,0,52,1197
30163,30,Centro Sur y Oriente,Veracruz,Tenochtitlán,5040,3566,1864,1702,En Transición,Medio,0,1,1,0,0,910,743,0,0,0,0,7,0,170,1095,22,6,34,30,239,106,288,37,62,49,0,1,20,11,0,1,574
30164,30,Centro Sur y Oriente,Veracruz,Teocelo,16957,12939,6750,6189,Semi-urbano,Bajo,4,3,3,22,22,5821,10511,10394,0,103,0,677,0,3302,13897,716,118,1382,597,6298,1266,1287,493,527,458,11,47,497,239,0,45,4825
30165,30,Centro Sur y Oriente,Veracruz,Tepatlaxco,8925,6445,3158,3287,En Transición,Alto,4,1,1,2,2,1889,599,0,0,0,0,38,0,161,1673,1115,59,831,91,2204,217,758,55,226,354,2,11,73,245,0,37,1941
30166,30,Centro Sur y Oriente,Veracruz,Tepetlán,9405,7221,3524,3697,En Transición,Medio,1,1,1,1,1,2469,838,2,0,0,0,5,0,152,706,83,17,141,64,398,252,511,103,124,130,1,10,51,9,0,8,1191
30167,30,Centro Sur y Oriente,Veracruz,Tepetzintla,14619,10765,5508,5257,En Transición,Medio,8,1,2,13,13,3750,5560,1015,0,44,0,2891,0,2631,17956,412,107,437,119,6522,386,1264,236,400,624,1,17,115,70,0,36,3113
30168,30,Centro Sur y Oriente,Veracruz,Tequila,16343,11163,5732,5431,Semi-urbano,Muy alto,1,2,4,2,2,2483,5011,488,0,1,0,74,0,375,3374,362,237,6202,2386,7251,194,467,150,228,71,1,14,85,972,2,74,2184
30169,30,Centro Sur y Oriente,Veracruz,José Azueta,22709,17072,8843,8229,Semi-urbano,Bajo,9,2,4,16,11,9525,11116,1893,0,36,0,49,0,4748,8548,3883,172,3092,492,11980,1329,3270,523,1101,1506,10,63,401,358,9,537,8570
30170,30,Centro Sur y Oriente,Veracruz,Texcatepec,10824,7149,3704,3445,En Transición,Muy alto,0,1,1,0,0,818,1267,0,0,0,0,19,0,246,2106,3,1,10,7,279,35,25,42,34,11,0,4,4,2,0,0,157
30171,30,Centro Sur y Oriente,Veracruz,Texhuacán,5575,3918,2092,1826,En Transición,Alto,0,2,1,0,0,1232,653,0,0,5,0,25,0,90,946,30,120,3048,410,3318,53,222,47,40,48,0,3,22,310,0,28,745
30172,30,Centro Sur y Oriente,Veracruz,Texistepec,19925,14709,7552,7157,Semi-urbano,Medio,5,2,2,9,7,9044,5528,947,0,18,0,99,0,4773,8301,1153,157,1396,353,7596,642,3623,357,1415,1514,16,27,303,89,0,136,7986
30173,30,Centro Sur y Oriente,Veracruz,Tezonapa,54537,39282,20222,19060,Urbano,Alto,13,8,15,118,112,22973,52485,9616,0,553,0,3589,0,47304,102380,8919,619,8435,2520,69419,9378,5627,1290,2180,3178,19,93,551,2001,2,582,24319
30174,30,Centro Sur y Oriente,Veracruz,Tierra Blanca,95602,73194,38847,34347,Urbano,Bajo,47,16,49,457,336,68905,165718,76308,2082,1832,0,11427,42,103731,220175,8573,1243,14280,5635,143210,23046,14195,4390,7878,9090,221,618,4253,2326,11,2286,66028
30175,30,Centro Sur y Oriente,Veracruz,Tihuatlán,92726,69217,36416,32801,Urbano,Bajo,39,6,10,211,153,42447,30044,19238,0,288,0,257,4,17261,30800,4839,979,9268,3133,32896,7469,11649,2267,3250,6989,70,348,2768,1130,0,613,35940
30176,30,Centro Sur y Oriente,Veracruz,Tlacojalpan,4489,3373,1724,1649,Rural,Bajo,4,1,1,3,2,1680,14272,668,0,7,0,17,0,253,1268,381,23,418,127,1099,218,499,149,317,386,1,16,68,40,1,60,1695
30177,30,Centro Sur y Oriente,Veracruz,Tlacolulan,11685,7830,3981,3849,En Transición,Medio,1,1,1,7,7,2494,893,18,0,0,0,53,0,1100,2871,529,51,311,124,2044,310,614,207,328,294,3,13,87,79,0,45,1935
30178,30,Centro Sur y Oriente,Veracruz,Tlacotalpan,12898,10426,5480,4946,En Transición,Bajo,6,2,4,17,15,4178,14855,1988,0,2,0,15,0,1770,5356,477,70,933,470,3267,938,1886,490,540,909,17,59,392,140,0,21,5371
30179,30,Centro Sur y Oriente,Veracruz,Tlacotepec de Mejía,4284,3156,1595,1561,Rural,Bajo,2,0,0,2,2,1045,0,91,0,0,0,0,0,0,54,480,20,502,52,1002,114,381,59,151,284,1,5,40,152,0,30,1187
30180,30,Centro Sur y Oriente,Veracruz,Tlachichilco,10900,7793,4066,3727,En Transición,Muy alto,1,1,1,6,6,1135,2496,0,0,0,0,18,0,798,2621,5,20,18,14,859,71,70,73,56,12,0,3,8,0,0,0,293
30181,30,Centro Sur y Oriente,Veracruz,Tlalixcoyan,37795,29262,15231,14031,Semi-urbano,Bajo,13,6,9,44,39,13386,18857,6874,0,390,0,1878,0,25089,59232,2580,112,3449,2038,33498,6303,5459,616,3125,4103,23,150,1203,513,0,207,21495
30182,30,Centro Sur y Oriente,Veracruz,Tlalnelhuayocan,19664,14357,7481,6876,Semi-urbano,Bajo,0,1,1,5,5,6731,1283,1413,0,3,0,62,0,158,2342,187,309,1495,931,2214,1627,2096,552,863,784,51,56,811,92,0,31,6932
30183,30,Centro Sur y Oriente,Veracruz,Tlapacoyan,61377,45348,23962,21386,Urbano,Bajo,13,5,10,70,55,19277,37755,11792,0,586,0,80,0,34207,49351,907,608,3786,1549,40174,13011,9828,955,3477,1532,42,153,1397,411,0,258,30806
30184,30,Centro Sur y Oriente,Veracruz,Tlaquilpa,7933,5384,2931,2453,En Transición,Muy alto,1,1,1,0,0,1685,1986,0,0,7,0,43,0,88,1215,30,438,4321,14,4927,52,98,23,62,0,0,7,12,187,0,29,441
30185,30,Centro Sur y Oriente,Veracruz,Tlilapan,5548,3930,2047,1883,En Transición,Medio,1,1,1,5,4,1793,1663,1133,0,5,0,33,0,127,1605,361,79,1419,183,2024,239,395,137,186,346,6,15,141,233,0,50,1698
30186,30,Centro Sur y Oriente,Veracruz,Tomatlán,7197,5457,2813,2644,En Transición,Bajo,4,0,2,3,3,1931,5838,117,0,0,0,0,0,0,347,1354,107,1116,183,2577,463,550,176,197,191,3,15,151,355,0,29,2101
30187,30,Centro Sur y Oriente,Veracruz,Tonayán,6105,4126,2117,2009,En Transición,Medio,2,1,1,1,1,1157,962,0,0,1,0,26,0,81,934,89,31,113,61,341,72,268,35,43,233,1,5,46,10,0,22,713
30188,30,Centro Sur y Oriente,Veracruz,Totutla,17217,12891,6544,6347,Semi-urbano,Medio,6,2,1,22,18,3987,2780,5684,0,132,0,746,0,3073,15908,1793,86,1619,251,7449,437,2177,172,428,867,1,18,185,467,0,218,4752
30189,30,Centro Sur y Oriente,Veracruz,Túxpam,154600,119430,63042,56388,Urbano,Muy bajo,87,28,89,934,721,122390,291007,176291,2913,2746,0,18233,28,152715,266651,16943,3510,21080,11226,218168,37287,32353,7722,7829,7903,1227,1439,11146,4180,10,1480,111096
30190,30,Centro Sur y Oriente,Veracruz,Tuxtilla,2258,1777,891,886,Rural,Bajo,0,0,0,0,1,1026,0,89,0,0,0,0,0,0,199,132,23,146,56,301,153,230,106,118,104,0,6,60,6,0,5,783
30191,30,Centro Sur y Oriente,Veracruz,Ursulo Galván,30097,23996,12669,11327,Semi-urbano,Muy bajo,10,2,7,87,68,13010,12933,20020,0,2,0,34,0,4210,13595,537,337,2466,1302,7586,3282,3789,1576,1871,1866,51,313,1253,389,0,27,14390
30192,30,Centro Sur y Oriente,Veracruz,Vega de Alatorre,20204,15602,8205,7397,Semi-urbano,Bajo,9,3,9,63,58,10464,24601,8954,0,72,0,136,0,16495,22184,306,69,830,573,17908,1086,3149,489,1221,1011,12,106,506,38,0,28,7618
30193,30,Centro Sur y Oriente,Veracruz,Veracruz,607209,486042,259960,226082,Semi-metrópoli,Muy bajo,438,85,411,8034,3118,611030,1265896,1017570,9804,12407,0,49499,304,697861,1091711,17487,14909,145850,81041,948121,209622,66061,37142,21124,47772,10425,10906,95740,11901,24,3109,510717
30194,30,Centro Sur y Oriente,Veracruz,Villa Aldama,12492,8229,4258,3971,En Transición,Bajo,2,1,2,6,6,3136,2432,857,0,4,0,56,0,1357,5011,351,71,579,185,2418,377,1143,232,613,644,3,14,123,178,0,62,3327
30195,30,Centro Sur y Oriente,Veracruz,Xoxocotla,5900,4055,2024,2031,En Transición,Muy alto,2,2,1,0,0,584,2014,0,0,0,0,15,0,563,2739,27,109,3229,327,3943,11,82,8,50,22,0,0,8,291,0,139,472
30196,30,Centro Sur y Oriente,Veracruz,Yanga,17902,13752,7359,6393,Semi-urbano,Bajo,12,4,5,37,35,9609,6775,1913,0,77,0,2567,0,7704,22475,9215,1679,7593,3310,28835,1517,2764,556,440,1272,10,65,525,1868,0,148,9017
30197,30,Centro Sur y Oriente,Veracruz,Yecuatla,11205,8369,4291,4078,En Transición,Medio,1,1,1,8,8,2026,3126,159,0,0,0,0,0,0,127,151,32,269,127,452,339,1093,127,204,313,2,24,84,15,0,30,2201
30198,30,Centro Sur y Oriente,Veracruz,Zacualpan,6788,4860,2564,2296,En Transición,Alto,0,1,1,3,3,743,1600,0,0,3,0,3,0,128,919,1,2,16,17,153,68,34,23,12,75,0,5,8,1,0,0,226
30199,30,Centro Sur y Oriente,Veracruz,Zaragoza,11899,8565,4598,3967,En Transición,Bajo,13,1,3,10,8,4226,10640,1498,0,0,0,37,0,164,2171,230,125,1385,421,1941,317,1323,239,685,1508,2,29,344,80,0,19,4527
30200,30,Centro Sur y Oriente,Veracruz,Zentla,12581,9688,4821,4867,En Transición,Bajo,1,1,2,3,3,3150,2643,576,0,1,0,31,0,275,1435,2779,241,2359,135,5686,389,1557,130,284,453,0,18,129,640,0,464,3600
30201,30,Centro Sur y Oriente,Veracruz,Zongolica,45028,32006,16703,15303,Semi-urbano,Muy alto,8,8,8,45,36,11422,26960,3105,0,602,0,4081,0,20564,69000,793,1788,25523,9021,53351,4009,2289,606,661,646,4,57,394,2836,8,317,11510
30202,30,Centro Sur y Oriente,Veracruz,Zontecomatlán de López Y Fuentes,14644,9792,5127,4665,En Transición,Muy alto,3,2,2,6,6,607,3818,192,0,0,0,32,0,392,3871,188,35,774,26,1421,47,247,63,68,25,0,12,16,110,0,0,588
30203,30,Centro Sur y Oriente,Veracruz,Zozocolco de Hidalgo,14524,10293,5395,4898,En Transición,Alto,6,1,2,7,7,1515,3867,208,0,0,0,19,0,249,2285,2620,171,3232,104,6291,145,192,136,21,347,2,9,64,413,0,193,1329
30204,30,Centro Sur y Oriente,Veracruz,Agua Dulce,44104,33900,18042,15858,Semi-urbano,Muy bajo,25,8,39,410,306,40433,125768,115530,1,758,0,1330,0,41955,67683,837,506,4832,3117,50219,10285,9864,3569,3884,3408,249,519,3357,267,0,10,35402
30205,30,Centro Sur y Oriente,Veracruz,"Higo, El",19402,14584,7409,7175,Semi-urbano,Bajo,10,2,7,52,39,8827,25955,11525,0,90,0,34,0,7414,10188,438,97,3476,374,11549,1231,4160,850,1053,1130,9,66,305,290,0,131,9094
30206,30,Centro Sur y Oriente,Veracruz,Nanchital de Lázaro Cárdenas del Río,29209,22605,12077,10528,Semi-urbano,Muy bajo,16,4,14,95,59,15047,65604,30844,0,513,0,323,0,24948,27183,815,434,5201,2621,32234,6346,3089,3183,611,1761,438,571,2915,288,0,64,19202
30207,30,Centro Sur y Oriente,Veracruz,Tres Valles,44978,33813,17688,16125,Semi-urbano,Bajo,21,4,16,62,53,19857,50788,11571,0,509,0,262,1,31939,52689,2597,483,4247,1526,40038,7425,6430,1577,2571,3613,27,214,1409,492,2,253,23760
30208,30,Centro Sur y Oriente,Veracruz,Carlos A. Carrillo,23376,18528,9839,8689,Semi-urbano,Bajo,6,1,8,33,26,11277,22898,6432,0,6,0,74,0,2109,6614,2323,166,2226,1191,6904,1740,4903,1481,2017,2205,50,135,1020,359,1,475,13911
30209,30,Centro Sur y Oriente,Veracruz,Tatahuicapan de Juárez,15044,10772,5740,5032,Semi-urbano,Medio,8,2,3,8,7,2130,10610,794,0,0,0,66,0,1337,5844,1484,114,4305,180,7306,186,490,174,126,342,0,15,120,287,0,82,1740
30210,30,Centro Sur y Oriente,Veracruz,Uxpanapa,30891,20854,10510,10344,Semi-urbano,Medio,9,2,3,26,25,2551,7110,2077,0,9,0,67,0,644,8033,725,47,2900,137,4392,361,535,150,267,642,5,68,123,20,0,25,2171
30211,30,Centro Sur y Oriente,Veracruz,San Rafael,30351,23685,12201,11484,Semi-urbano,Bajo,10,4,11,146,85,17554,38656,18316,0,329,0,1462,0,16120,20186,647,253,2114,926,20925,4242,5851,806,1348,1408,36,72,768,259,0,117,14790
30212,30,Centro Sur y Oriente,Veracruz,Santiago Sochiapan,13062,9146,4841,4305,En Transición,Medio,2,1,1,7,6,333,1832,161,0,9,0,755,0,13876,20175,128,19,67,22,14854,13,217,28,83,191,1,11,13,8,0,14,565
31001,31,Sur,Yucatán,Abalá,6550,4878,2395,2483,En Transición,Medio,0,1,1,3,3,2304,1161,995,0,0,0,1,0,167,1376,437,45,482,143,1132,181,870,182,541,149,8,3,122,186,1,75,2243
31002,31,Sur,Yucatán,Acanceh,16772,12782,6423,6359,Semi-urbano,Bajo,4,5,11,32,28,8686,28572,5494,0,140,0,7737,0,13545,31743,1458,288,3035,821,26203,1098,3985,1080,1622,616,23,82,498,1125,12,29,10141
31003,31,Sur,Yucatán,Akil,12285,8675,4375,4300,En Transición,Bajo,3,3,1,3,2,3140,1230,537,0,83,0,5148,0,6250,44416,451,99,720,319,12751,525,1199,176,551,761,4,31,172,119,0,80,3538
31004,31,Sur,Yucatán,Baca,6195,4823,2466,2357,En Transición,Muy bajo,2,2,8,28,22,2454,15458,3109,0,0,0,27,0,157,1782,1892,319,989,272,3384,509,983,344,408,42,8,26,243,431,5,4,2999
31005,31,Sur,Yucatán,Bokobá,2167,1693,844,849,Rural,Bajo,0,0,0,0,0,973,0,0,0,0,0,0,0,0,53,159,21,190,61,370,108,282,70,175,2,1,12,55,55,2,14,762
31006,31,Sur,Yucatán,Buctzotz,9159,6827,3370,3457,En Transición,Bajo,5,4,5,11,8,4086,9616,451,0,126,0,3245,0,9975,27323,1792,150,1283,238,16571,618,1613,151,649,251,2,21,192,390,14,9,3901
31007,31,Sur,Yucatán,Cacalchén,7490,5687,2820,2867,En Transición,Bajo,1,2,1,2,2,3118,1699,30,0,0,0,23,0,231,1405,1688,207,1045,271,3194,368,1392,351,622,41,9,20,223,566,3,29,3595
31008,31,Sur,Yucatán,Calotmul,3949,2944,1454,1490,Rural,Bajo,1,1,1,2,2,1152,1038,911,0,1,0,19,0,111,1081,206,30,355,73,722,105,466,60,274,37,0,8,48,74,7,52,1079
31009,31,Sur,Yucatán,Cansahcab,4466,3514,1786,1728,Rural,Bajo,1,2,1,7,6,1569,2159,1845,0,1,0,414,0,5275,8002,1404,141,750,136,7985,269,649,205,203,29,23,28,120,289,0,2,1815
31010,31,Sur,Yucatán,Cantamayec,2755,1857,879,978,Rural,Alto,2,0,1,0,0,598,94,0,0,0,0,0,0,0,34,67,14,89,27,170,59,211,16,76,12,0,2,22,31,0,0,429
31011,31,Sur,Yucatán,Celestún,8389,6036,2988,3048,En Transición,Bajo,5,1,4,96,20,2380,3723,1781,0,0,0,49,0,6904,14132,1298,52,674,238,8977,315,356,84,624,90,24,33,179,208,1,102,1914
31012,31,Sur,Yucatán,Cenotillo,3736,2770,1416,1354,Rural,Bajo,1,3,1,3,3,1604,1009,36,0,15,0,26,0,2063,3593,429,438,2290,204,5261,131,586,33,84,3,0,2,52,475,13,52,1379
31013,31,Sur,Yucatán,Conkal,16671,12867,6627,6240,Semi-urbano,Muy bajo,7,3,5,253,189,10808,6290,105843,0,146,0,3102,0,6434,30150,596,753,3885,1913,14916,7807,2603,958,1075,251,1992,903,2285,395,0,36,18269
31014,31,Sur,Yucatán,Cuncunul,1714,1260,625,635,Rural,Bajo,0,1,1,0,0,684,640,0,0,0,0,8,0,343,2179,64,35,212,44,662,56,167,35,73,6,0,1,40,28,1,9,407
31015,31,Sur,Yucatán,Cuzamá,5560,4181,2023,2158,En Transición,Medio,1,2,1,3,2,1555,1133,3,0,2,0,0,0,183,1468,913,104,1012,197,2214,96,614,141,252,125,0,7,88,482,3,5,1808
31016,31,Sur,Yucatán,Chacsinkín,3104,2195,1080,1115,Rural,Medio,0,0,0,0,0,784,0,0,0,0,0,0,0,0,42,28,15,78,23,121,44,215,17,112,0,0,1,10,10,0,2,409
31017,31,Sur,Yucatán,Chankom,4686,3342,1653,1689,Rural,Medio,0,1,1,0,0,1326,992,0,0,0,0,3,0,108,976,190,44,458,44,803,39,500,60,284,50,0,3,19,199,0,9,1154
31018,31,Sur,Yucatán,Chapab,3385,2528,1257,1271,Rural,Medio,2,0,0,0,0,1438,0,0,0,0,0,0,0,0,100,167,47,249,69,463,221,814,149,330,136,1,13,67,17,2,49,1750
31019,31,Sur,Yucatán,Chemax,38934,25812,12865,12947,Semi-urbano,Alto,13,6,4,16,13,9140,11399,948,0,85,0,6297,0,10578,43934,1925,471,5514,680,24870,404,3109,302,702,704,1,32,346,1131,76,133,6807
31020,31,Sur,Yucatán,Chicxulub Pueblo,4497,3455,1704,1751,Rural,Muy bajo,0,1,1,9,8,1922,2533,500,0,0,0,0,0,0,307,409,172,964,266,1545,445,570,170,321,176,90,30,224,186,1,9,2213
31021,31,Sur,Yucatán,Chichimilá,9406,6347,3168,3179,En Transición,Medio,10,1,1,4,4,3075,2253,891,0,2,0,34,0,258,3550,440,58,841,209,1633,258,769,204,361,186,14,20,166,141,4,106,2123
31022,31,Sur,Yucatán,Chikindzonot,4363,2994,1471,1523,Rural,Medio,0,1,1,2,2,741,1133,0,0,0,0,0,0,0,136,121,17,291,18,429,33,103,21,81,2,0,5,10,76,1,11,332
31023,31,Sur,Yucatán,Chocholá,4863,3731,1835,1896,Rural,Bajo,0,1,1,44,15,2066,1331,2152,0,4,0,1,0,100,913,191,56,474,203,826,330,595,253,283,107,11,22,162,52,0,8,1815
31024,31,Sur,Yucatán,Chumayel,3244,2420,1232,1188,Rural,Medio,0,1,1,2,1,909,723,73,0,0,0,0,0,0,56,57,44,84,38,185,136,461,40,99,52,1,6,34,6,0,11,835
31025,31,Sur,Yucatán,Dzán,6003,4232,2146,2086,En Transición,Bajo,1,1,1,0,0,1630,1114,0,0,0,0,0,0,0,58,327,67,305,84,699,301,960,95,415,72,0,25,57,52,2,53,1979
31026,31,Sur,Yucatán,Dzemul,3622,2867,1431,1436,Rural,Muy bajo,2,1,2,12,9,1367,1749,391,0,0,0,9,0,72,664,1031,108,547,119,1767,285,466,157,178,88,82,24,132,276,1,6,1689
31027,31,Sur,Yucatán,Dzidzantún,8345,6559,3272,3287,En Transición,Bajo,9,2,3,17,15,4021,5507,5273,0,16,0,33,0,3068,3376,3147,231,1576,326,8071,794,1628,586,409,129,17,74,279,718,6,14,4640
31028,31,Sur,Yucatán,Dzilam de Bravo,2936,2193,1092,1101,Rural,Bajo,3,2,1,4,4,1030,938,75,0,0,0,0,0,75,499,1506,79,776,120,2436,162,174,55,118,75,1,9,81,351,31,4,1057
31029,31,Sur,Yucatán,Dzilam González,6240,4859,2387,2472,En Transición,Bajo,3,2,2,7,7,1996,4327,3862,0,27,0,63,0,479,2640,2441,204,757,126,3971,244,680,229,348,114,2,27,93,530,34,6,2301
31030,31,Sur,Yucatán,Dzitás,4015,2896,1442,1454,Rural,Medio,1,1,1,17,7,1350,731,961,0,1,0,8,0,128,963,175,87,762,90,1161,70,377,67,188,81,1,8,31,164,5,5,992
31031,31,Sur,Yucatán,Dzoncauich,2818,2157,1064,1093,Rural,Medio,2,0,0,0,0,997,0,0,0,0,0,0,0,0,73,498,37,394,52,929,108,549,93,128,75,1,8,44,147,3,22,1156
31032,31,Sur,Yucatán,Espita,16779,12009,5955,6054,Semi-urbano,Medio,4,2,5,13,11,5234,5595,1538,0,0,0,50,0,1080,3879,1393,478,5182,451,8183,388,2315,319,901,135,5,30,230,963,65,122,5351
31033,31,Sur,Yucatán,Halachó,21255,15699,7800,7899,Semi-urbano,Medio,6,2,5,16,14,5357,16737,524,0,0,0,25,0,943,6092,5651,415,2335,436,9369,620,2064,834,608,377,8,37,341,1161,0,328,6050
31034,31,Sur,Yucatán,Hocabá,6514,4834,2431,2403,En Transición,Medio,2,1,1,2,2,1925,2125,4,0,10,0,854,0,454,3476,479,159,1626,145,3582,194,532,223,292,45,3,8,82,403,15,27,1797
31035,31,Sur,Yucatán,Hoctún,6384,4862,2435,2427,En Transición,Medio,2,3,1,3,3,2167,2555,848,0,111,0,2685,0,6133,21827,390,134,1134,238,10587,247,638,170,316,24,3,16,138,289,20,44,1861
31036,31,Sur,Yucatán,Homún,8090,6065,2984,3081,En Transición,Bajo,3,2,1,9,9,2248,2157,315,0,1,0,11,0,99,1322,846,106,980,316,2043,365,683,307,362,143,5,13,164,459,2,2,2503
31037,31,Sur,Yucatán,Huhí,5250,3970,1943,2027,En Transición,Medio,3,2,2,1,1,1478,3325,0,0,0,0,0,0,171,1042,637,119,843,161,1770,145,218,137,149,9,1,3,92,416,1,19,1171
31038,31,Sur,Yucatán,Hunucmá,35137,25783,12962,12821,Semi-urbano,Bajo,16,5,13,58,54,17054,37757,9442,0,288,0,1700,0,14338,37512,8054,900,4076,1570,29356,2706,6824,1101,4201,550,70,142,1305,1979,2,596,18880
31039,31,Sur,Yucatán,Ixil,4186,3210,1585,1625,Rural,Muy bajo,3,1,1,10,6,1645,1024,126,0,0,0,0,0,0,278,690,189,1188,176,2067,226,566,149,295,96,20,15,133,324,0,3,1824
31040,31,Sur,Yucatán,Izamal,28555,21207,10719,10488,Semi-urbano,Bajo,9,7,13,95,77,13203,41326,11404,0,58,0,307,0,10482,19425,3313,1014,7623,1387,22797,3323,4756,1068,2399,186,38,147,722,1922,34,485,14595
31041,31,Sur,Yucatán,Kanasín,141939,103399,52494,50905,Urbano,Muy bajo,54,5,14,309,263,62151,63047,63413,0,100,0,154,0,8868,21556,6162,2222,19529,12260,37035,10790,12948,4293,8559,4951,820,722,11941,2435,14,266,57473
31042,31,Sur,Yucatán,Kantunil,5553,4000,2003,1997,En Transición,Bajo,0,1,1,0,0,1815,1367,0,0,0,0,3,0,131,1121,165,119,677,127,1095,148,574,61,296,98,2,15,76,129,1,37,1400
31043,31,Sur,Yucatán,Kaua,3405,2383,1146,1237,Rural,Bajo,2,1,1,17,11,985,1093,989,0,0,0,0,0,0,45,166,38,449,74,653,43,333,30,161,47,0,7,45,98,2,56,766
31044,31,Sur,Yucatán,Kinchil,7530,5496,2730,2766,En Transición,Bajo,1,2,3,5,5,2773,7145,959,0,0,0,41,0,858,3950,2271,185,954,222,4309,362,857,253,510,5,7,10,168,480,0,67,2652
31045,31,Sur,Yucatán,Kopomá,2677,2048,982,1066,Rural,Bajo,1,0,0,3,2,1032,0,1484,0,0,0,0,0,0,82,219,15,131,52,365,109,347,158,132,45,1,17,30,47,0,10,886
31046,31,Sur,Yucatán,Mama,3296,2404,1238,1166,Rural,Bajo,1,0,0,1,1,929,14,101,0,0,0,0,0,0,65,48,8,102,35,158,145,329,52,144,68,2,13,27,12,0,21,792
